Power station name,Installed capacity,Accreditation start date
Stockland Gladstone - Solar - QLD,0.7839,4/11/2019
Bidfood Dandenong South - Solar - Vic,0.2128,2/11/2019
Bidfood Truganina - Solar - Vic,0.2701,2/11/2019
Complete Office Supplies - Solar - NSW,0.27,1/11/2019
Bunnings Burleigh Waters Solar - QLD,0.6292,1/11/2019
Frewstall - Solar w SGU - VIC,0.7004,1/11/2019
D'orsogna Mickleham Solar - VIC,1.0419,1/11/2019
Lendlease Sunshine Plaza - Solar - QLD,1.0569,1/11/2019
Visy Board Gepps Cross - Solar - SA,1.9206,31/10/2019
SPL - Solar with SGU - WA,0.2497,30/10/2019
Joyce Foam Laverton North - Solar -VIC,0.1599,29/10/2019
"ISPT Avoca Drive, Kincumber - Solar - NSW",0.1702,29/10/2019
Bunnings Wangara Solar - WA,0.2402,29/10/2019
Department of Justice and Community Safety Karreenga Prison - Solar - VIC,0.2738,24/10/2019
BTP 7 Clunies - Eight Mile Plains - Solar - QLD,0.2122,23/10/2019
Bunnings Arundel Solar - QLD,0.27,23/10/2019
CleanPeak Energy - Bribie Island - Solar - QLD,0.6124,23/10/2019
Lake Macquarie Fair - Solar - NSW,0.2508,22/10/2019
Coogee Chemicals Lot 2 - Solar - WA,0.2439,21/10/2019
Coogee Chemicals Lot 506 - Solar w SGU - WA,0.2678,21/10/2019
Coomera Anglican College Upper Coomera wSGU Solar - QLD,0.2125,18/10/2019
CCA Richlands - Solar - QLD,1.1161,18/10/2019
Sunraysia Solar Farm - NSW,255.3855,18/10/2019
Novaplas Group - Solar - WA,0.1997,17/10/2019
Aldi Stapylton DC - Solar - QLD,1.6983,17/10/2019
"Basfoods Victoria St, Brunswick - Solar - VIC",0.203,14/10/2019
Redmud Green Energy 73 - Solar - SA,0.2268,14/10/2019
Mannum Solar Farm - Solar - SA,6.8607,14/10/2019
Robern Menz Glynde - Solar w SGU - SA,0.2107,11/10/2019
UniSA Mawson Lakes Campus - Solar - SA,1.5954,11/10/2019
Woolworths Gympie Southside - Solar - QLD,0.2156,10/10/2019
Lockyer Valley Council - Gatton Showgrounds - Solar PV - QLD,0.2002,9/10/2019
Homeworld - Solar - WA,0.3008,8/10/2019
The ARC Campbelltown - Solar - SA,0.174,7/10/2019
Bomaderry Bowling - Solar - NSW,0.1999,6/10/2019
MERBEIN MUSHROOMS PTY LTD- Solar w SGU - VIC,0.2453,4/10/2019
"ISPT John St, Warners Bay - Solar - NSW",0.1504,2/10/2019
Sims Gillman - Solar - SA,0.4163,2/10/2019
Hay Private Irrigation - Solar w SGU - NSW,0.2022,1/10/2019
Jet Direct Acacia Ridge - Solar w SGU - QLD,0.2301,26/09/2019
VALLS STYRENE BERRI - Solar - SA w SGU,0.1992,25/09/2019
TripleM Solar PV Qld,0.2034,24/09/2019
UniSA City West Campus - Solar PV - SA,0.2793,24/09/2019
Laser 3D - Solar - SA,0.1753,23/09/2019
Redmud Green Energy 70 - Solar - SA,0.2268,20/09/2019
Allity - Charles Young Solar - SA,0.1902,18/09/2019
Tangwood Berrinba - Solar w SGU - QLD,0.1975,17/09/2019
Sydney Parcel Facility - Solar  - NSW,2.106,17/09/2019
Western Health Sunshine Hospital - Solar - VIC,0.3147,16/09/2019
Aldi Regency Park DC - Solar - SA,0.65,16/09/2019
B&R Enclosures Solar PV QLD,0.7704,16/09/2019
Timberwood Panels - Solar - VIC w SGU,0.2794,14/09/2019
Blue Wren Yatala Solar - QLD,0.2077,13/09/2019
Givaudan Smithfield Solar - NSW,0.2331,12/09/2019
Hussey & Co Somerville wSGU Solar - VIC,0.5014,12/09/2019
The Francis of Assisi Home - Solar w SGU - Qld,0.1643,11/09/2019
RSM Casino Solar wSGU - NSW,0.434,11/09/2019
Cattle Hill Wind Farm - TAS,148.4,4/09/2019
Redmud Green Energy 62 - Solar - SA,0.2268,3/09/2019
Chanel College West Gladstone Solar - QLD,0.3004,3/09/2019
Immanuel Lutheran Secondary College - QLD - Solar,0.1916,2/09/2019
Australian Institute of Marine Science - Solar - QLD,1.0443,2/09/2019
Coopers Gap Wind Farm - Wind - QLD,452.89,2/09/2019
Elaine Wind Farm - VIC,83.6,30/08/2019
CleanPeak Energy - Currimundi Markets - Solar - QLD,0.3744,29/08/2019
DFO Homebush - Solar - NSW,1.1719,29/08/2019
DFO Cairns Solar Qld,1.3028,29/08/2019
Limondale Sun Farm 2 - Solar - NSW,42.853,29/08/2019
Geelong Leather Culcairn Solar - NSW,0.1953,27/08/2019
MARABOON TAVERN-SOLAR-QLD,0.138,26/08/2019
Agnew Wind and Solar Project - WA,21.8127,25/08/2019
VICINITY - Ellenbrook Central - Solar - WA,3.6643,23/08/2019
Glen Eira Sports and Aquatic Centre Bentleigh East wSGU VIC - Solar,0.2295,22/08/2019
CHAH03 - GWA Prestons - Solar - NSW,0.2497,21/08/2019
Dareton Solar Park- Solar - NSW,3.7325,16/08/2019
Kennedy Energy Park - Wind and Solar - QLD,62.5662,16/08/2019
Bupa Ballarat Extension - Solar w SGU - VIC,0.2432,14/08/2019
ZEUSAPPOLLO SOLAR T & C Do - Solar w SGU - WA,0.1416,13/08/2019
Redmud Green Energy 55 - Solar - SA,0.2188,12/08/2019
Redmud Green Energy 59 - Solar - SA,0.252,12/08/2019
Redmud Green Energy 60 - Solar - SA,0.252,12/08/2019
WALKERS SAWMILL SOLAR SYSTEM - VIC,0.2584,8/08/2019
Ashmore Depot - QLD - Solar,0.3154,8/08/2019
Redmud Green Energy 65 - Solar - SA,1.026,8/08/2019
Nerang Administration Centre - QLD - Solar,0.2628,7/08/2019
Elizabeth Macarthur Agricultural Institute Solar - NSW,0.5865,7/08/2019
CleanPeak Energy - Tamworth Square - Solar - NSW,0.2574,5/08/2019
HunterDouglasLtd-Rydalmere - Solar - NSW,0.8004,5/08/2019
Australian National Maritime Museum Solar - NSW,0.2355,2/08/2019
SA Aquatic & Leisure Centre - Solar - SA,0.512,2/08/2019
"VICINITY Victoria St, Richmond - Solar - VIC",0.6124,2/08/2019
Finley Solar Farm - Solar - NSW,175.2911,2/08/2019
Della Rosa Campbellfield Solar - VIC,0.525,1/08/2019
KANOWNA SOLAR NSW,8.9856,1/08/2019
31 Beverage Drive - Solar w SGU - VIC,0.1466,31/07/2019
Redmud Green Energy 42 - Solar - SA,0.2268,29/07/2019
"VICINITY Beach St, Frankston - Solar - VIC",1.5019,29/07/2019
St Ignatius College - Solar - NSW,0.16,26/07/2019
Broadbeach Library Mermaid Waters Solar - QLD,0.1923,26/07/2019
Almax Bayswater North Solar - VIC,0.274,26/07/2019
Beros Road Wind Farm - WA,9.5,26/07/2019
Replas - Solar - VIC,0.1799,25/07/2019
Todae Solar - Lion Milton 0.85MW - Solar QLD,0.8563,25/07/2019
Central Highlands Regional Council Solar - QLD,0.1686,22/07/2019
100 Harris Street Pyrmont - Solar - NSW,0.1999,22/07/2019
St Luke's Kalkie Solar QLD,0.2935,22/07/2019
Coles Riverton - Solar - WA,0.2001,19/07/2019
Coles Byford 200kW - Solar - WA,0.2002,19/07/2019
Repower 7 Shoalhaven Heads Solar - NSW wSGU,0.2191,19/07/2019
CRSL Caboolture 0.132MW - Solar - QLD,0.1318,18/07/2019
KOOWEERUP REGIONAL HEALTH SERVICES - Solar w SGU - VIC,0.1554,18/07/2019
Murray Valley Meats Strathfield Solar PV NSW,0.2205,18/07/2019
Swan Hill Abattoir Solar PV Vic,1.2727,17/07/2019
VICINITY - Lake Haven Shopping Centre - Solar - NSW,2.0004,17/07/2019
Tamworth Agricultural Institute Calala Solar - NSW,0.1019,16/07/2019
NB Wandiligong 0.179 - Solar VIC,0.1791,16/07/2019
St Paul's School - Solar - QLD,0.6276,16/07/2019
BG Waters 0.14MW - Solar WA,0.1403,15/07/2019
Medical Developments-Solar-Vic,0.2453,15/07/2019
Redmud Green Energy 12A - Solar - SA,0.252,15/07/2019
Bradford Brendale- Solar- Qld,0.279,12/07/2019
Ausgrid Oatley - Solar NSW,0.3273,12/07/2019
BUPA6 - Mt Sheridan - Solar - QLD,0.1452,11/07/2019
Drouin Secondary College Solar - VIC,0.1848,11/07/2019
Club Central Menai Solar w SGU - NSW,0.2646,11/07/2019
Willinga Park - HNCD - Solar - NSW,0.5044,11/07/2019
G James Smithfield - Solar wSGU NSW,0.9657,11/07/2019
Nine Mile Fresh Tynong Solar - VIC,1.14,11/07/2019
Coles Orana - Solar - WA,0.2003,10/07/2019
Port Stephens Fisheries Office Solar - NSW,0.1688,9/07/2019
Diocese of Sale St Francis Beaconsfield Solar - VIC,0.1997,9/07/2019
Mobilong Solar Farm - Solar - SA,5.8071,6/07/2019
Sigma Healthcare - Solar - SA,0.248,5/07/2019
Baxter Laboratories - Solar - VIC,0.322,5/07/2019
Repulse Micro Hydro Ouse - TAS,0.914,5/07/2019
Donaldson Australasia Wyong Solar - NSW,0.3009,4/07/2019
Coomealla Memorial Sporting Club Solar wSGU - NSW,0.2842,2/07/2019
VICINITY - Gympie Central Shopping Centre - Solar - QLD,0.9213,1/07/2019
VICINITY - Taigum Square Shopping Centre - Solar - QLD,1.1307,1/07/2019
Bungama - Solar - SA,1.887,1/07/2019
Austco Polar - Solar - VIC,0.4501,28/06/2019
WMBT-Solar-NSW,2.376,28/06/2019
Mundaring Village Shopping Centre - Solar - WA,0.4299,27/06/2019
Coles Banksia Grove - Solar - WA,0.2001,26/06/2019
Monash University Solar Power Station - Clayton Vic,2.5947,26/06/2019
MOXEY FARMS - AGRICULTURAL WASTE - NSW,3.12,26/06/2019
 BG Fields 0.23MW - Solar WA,0.2299,24/06/2019
CHAH02 - Charter Hall Lion Nathan - Solar - NSW,0.6002,24/06/2019
Somerset Dam Hydroelectric Plant - QLD,4.5,24/06/2019
CSM STATION - SOLAR - WA,0.1674,21/06/2019
Altimate Foods Campbellfield - Solar - VIC,0.2395,21/06/2019
Hope Valley WTP (HOVWTP) - Solar - SA,1.518,21/06/2019
Tatiara Seeds Pty Ltd - Solar - SA,0.1375,20/06/2019
Yarra Valley Water - Solar - VIC,0.324,19/06/2019
Gold Coast Aquatic Centre - Solar - QLD,0.3111,18/06/2019
Clermont Solar Farm - Solar - Queensland,89.2157,18/06/2019
Deakin University Renewable Energy Microgrid - Solar - VIC,7.8012,13/06/2019
Lake Joondalup Baptist College - Solar - WA,0.3745,11/06/2019
Yongala Solar Farm - Solar - SA,2.6611,11/06/2019
SA Power Networks Depot Angle Park Main Warehouse - Solar w SGU - SA,0.3499,7/06/2019
SummitHealth Mount Barker Solar - SA,0.15,4/06/2019
DHP Turallin- Solar w SGU - QLD,0.1958,3/06/2019
Howard Porter Bibra Lake Solar - WA,0.2003,3/06/2019
"WILSON TRANSFORMER Springvale Rd, Glen Waverley - Solar - VIC",0.2546,3/06/2019
Redmud Green Energy 52 - Solar - SA,0.216,31/05/2019
BG Beachside 0.2MW - Solar WA,0.2007,30/05/2019
Radio Frequency Systems Kilsyth Solar - VIC,0.3009,30/05/2019
Haughton Solar Farm - QLD,130.7453,28/05/2019
NLSC North Lakes 0.36MW - Solar - QLD,0.3627,24/05/2019
Stockland Cairns - Solar - QLD,1.687,24/05/2019
Yarram District Health Service - Solar - VIC,0.1497,20/05/2019
Cowboys 178kW Power Station - Solar - QLD,0.1783,20/05/2019
Redmud Green Energy 63 - Solar - SA,0.216,20/05/2019
Redmud Green Energy 49 - Solar - SA,0.216,20/05/2019
Redmud Green Energy 56 - Solar - SA,0.22,20/05/2019
Stockland Cleveland - Solar - QLD,0.5023,17/05/2019
Lindt Marsden Park Solar - NSW,0.3541,16/05/2019
SA Produce Market - Solar - SA,2.5006,16/05/2019
Davies Bakery Broadmeadows Solar - VIC,0.3502,15/05/2019
Todae Solar - BHG Taree - Solar w SGU NSW,0.2521,14/05/2019
Marshall Pine Products Solar - VIC,0.1501,10/05/2019
San Carlo Home for the Aged - Solar - VIC,0.2321,10/05/2019
Port Macquarie Base Hospital - Solar - NSW,0.6099,10/05/2019
"TIBALDI Centre Road, Clayton - Solar - VIC",1.0663,10/05/2019
Numurkah Solar - Solar - VIC,128.0305,10/05/2019
Yendon Wind Farm - VIC,144.4,10/05/2019
Scienceworks - Solar [w SGU] - VIC,0.3784,8/05/2019
Emmaus Port Macquarie Solar - NSW,0.162,3/05/2019
Woods Grain Goondiwindi Solar - QLD,0.6977,3/05/2019
VICINITY Somerton Road Roxburgh Park - Solar - VIC,1.4319,3/05/2019
Stockland - The Pines Shopping Centre - Solar - VIC,0.6434,1/05/2019
Brisbane Racecourse Village - Solar - QLD,0.3511,30/04/2019
Ausgrid Ourimbah Solar - NSW,0.2092,29/04/2019
Lithocraft Graphics Truganina Solar - VIC,0.2244,29/04/2019
Ivanhoe Grammar Plenty Campus Solar - VIC,0.3744,29/04/2019
Oakey 2 Solar Farm - QLD,70.0988,29/04/2019
Ryan & Mcnulty - Solar - VIC,0.3201,24/04/2019
Morayfield Health Hub Solar - QLD,0.4039,24/04/2019
Catholic Regional College North Keilor Solar - VIC,0.2499,23/04/2019
Redmud Green Energy 50 - Solar - SA,0.216,18/04/2019
Stockland Point Cook - Solar - VIC,1.5126,18/04/2019
Pirie Solar Farm - Solar - SA,6.093,18/04/2019
VICINITY Hanover St Oakleigh - Solar - VIC,0.6346,17/04/2019
VICINITY Pascoe Vale Rd Broadmeadows - Solar - VIC,2.2075,17/04/2019
Beryl Solar Farm - NSW,110.9044,15/04/2019
Melbourne Museum - Solar - VIC,0.5333,12/04/2019
W Ryan Abattoirs Pty Ltd - Solar - VIC,0.1749,11/04/2019
HD Plasma & Laser Cutting Services - Solar [w SGU] - WA,0.1989,11/04/2019
Charles Sturt University Albury 0.4MW - Solar NSW,0.4358,11/04/2019
Murra Warra Wind Farm Stage 1 - VIC,225.7,9/04/2019
DuluxGroup Mickleham - Solar - VIC,0.3036,4/04/2019
MPC Alphadale 0.6MW - Solar NSW,0.6016,4/04/2019
LGWF-Wind-SA,212.4,3/04/2019
Moreland Annex - Solar - VIC,0.1718,1/04/2019
Genfac Plastics - Solar - VIC,1.2462,1/04/2019
Richmond Grove PR2 - Solar - SA,0.7832,29/03/2019
Safcol - Solar - SA,0.4499,28/03/2019
Melbourne Truss Sumerton Solar - VIC,0.1323,27/03/2019
Catholic Regional College Caroline Springs Solar - VIC,0.2992,25/03/2019
Scentre Westfield Kotara 1.566 MW - Solar NSW,1.5667,25/03/2019
SAFECORP GROUP LTD - Solar Braeside Vic,0.3847,22/03/2019
SIDDALL LANGHORNE CREEK-SOLAR-SA,0.195,21/03/2019
SNP Bowen Hills - Solar - QLD,0.2511,20/03/2019
Gunbalanya (Oenpelli) Solar Power Station - NT,0.6909,19/03/2019
Catholic Regional College Sydenham Solar - VIC,0.4998,15/03/2019
Catholic Regional College Melton Solar - VIC,0.2998,14/03/2019
HMGEM Dandenong South Solar - VIC,0.2999,14/03/2019
Stockland Mall Wendouree - Solar - VIC,1.2932,14/03/2019
"VICINITY Beach Rd, Colonnades - Solar - SA",1.784,14/03/2019
Sealane Heidelberg West Solar - VIC,0.3764,12/03/2019
AW Bell Dandenong South Solar - VIC,0.2842,8/03/2019
Shell Cove Shopping Centre - Solar - NSW,0.3153,8/03/2019
Southern Colour Keysborough Solar - VIC,0.36,8/03/2019
Woolworths Prestons - Solar - NSW,0.4004,8/03/2019
Sell and Parker Blacktown Solar - NSW,0.4542,8/03/2019
Trinity College Gawler - Solar w SGU - SA,1.0068,7/03/2019
Trinity College Gawler River - Solar w SGU - SA,0.1344,6/03/2019
Moonta WWTP - Solar - SA,0.1498,6/03/2019
Wallaroo WWTP- Solar - SA,0.1498,6/03/2019
Ausgrid Silverwater - Solar NSW,0.2457,6/03/2019
Redmud Green Energy 44 - Solar - SA,0.216,4/03/2019
Pureharvest - Solar - VIC,0.8799,4/03/2019
Lidcombe Brewery - Biogas cogeneration - NSW,2,4/03/2019
Trinity College Blakeview - Solar w SGU - SA,0.162,1/03/2019
Rowland Flat PR1 - Solar w SGU - SA,2.3376,1/03/2019
Nerang Library Solar - QLD,0.1686,28/02/2019
Blackwood Piggery PTY LTD - Biogas - VIC,0.04,27/02/2019
Ausgrid Muswellbrook Solar - NSW,0.1999,27/02/2019
Northam Solar Farm - SOLAR - WA,11.424,27/02/2019
Doroga Power Station - Solar - SA,0.2304,26/02/2019
ProTen SA Farm 6 - Solar - SA,0.264,22/02/2019
ProTen SA Farm 5 - Solar - SA,0.3113,22/02/2019
Wurrumiyanga (Nguiu/Bathurst Island) Solar Power Station - NT,1.1005,21/02/2019
Ausgrid Dee Why (Cromer) - Solar NSW,0.1287,20/02/2019
Cochlear Macquarie Park - Solar - NSW,0.1781,20/02/2019
Green Gold 2 - Solar - SA,1.08,20/02/2019
Bulman Solar Power Station - NT,0.1021,18/02/2019
Lismore Central - Solar - NSW,0.1835,18/02/2019
St. Catherine's College - Solar - WA,0.1914,18/02/2019
Stockland Burleigh Heads - Solar - QLD,1.5843,18/02/2019
Rivalea Corowa - Agricultural Waste - NSW,1.65,18/02/2019
Copping - LFG - TAS,2.137,17/02/2019
Lilyvale Solar Farm - QLD,126.2016,15/02/2019
Gapuwiyak (Lake Evella) Solar Power Station - NT,0.4349,14/02/2019
Warruwi (Goulburn Island) Solar Power Station - NT,0.1789,13/02/2019
Blackwoods Carole Park Solar - QLD,0.2019,13/02/2019
Adina Apartment Hotel Darwin Solar - NT,0.2435,13/02/2019
Marymede Catholic College - Solar w SGU - VIC,0.2698,13/02/2019
Ryde Aquatic Leisure Centre - Solar - NSW,0.3003,13/02/2019
Tailem Bend Solar - SA,127.2375,13/02/2019
Redmud Green Energy 47 - Solar - SA,0.216,12/02/2019
Warrnambool WTP - Solar - VIC,0.2527,11/02/2019
Ripley Town Centre - Solar - QLD,0.4806,8/02/2019
Todae Solar - SRA Queanbeyan 0.15MW - Solar NSW,0.1468,6/02/2019
Fairfield East - Solar w SGU - NSW,0.2397,6/02/2019
Our Lady of Consolation - Solar - NSW,0.4008,6/02/2019
Ngukurr Solar Power Station - NT,0.4093,6/02/2019
"VICINITY Elizabeth Way, Elizabeth - Solar - SA",5.858,4/02/2019
Scentre Group Ltd Coomera - Solar - QLD,2.3277,1/02/2019
Woolworths Waikerie - Solar - SA,0.1971,30/01/2019
Woolworths Cowra - Solar - NSW,0.2464,30/01/2019
Flinders University - Solar - SA,1.7451,30/01/2019
Beaconhills Pakenham Year 9 Centre - Solar - Vic,0.141,25/01/2019
VF Siciliano & Sons Woorinen Solar - VIC,0.297,25/01/2019
Cockburn ARC - Solar - WA,0.901,24/01/2019
Toll Bungarribee - Solar - NSW,0.4009,21/01/2019
St. Hildas Southport Solar - QLD,0.285,18/01/2019
Rugby Run Solar Farm - QLD,84.7493,18/01/2019
Woolworths MSRDC Dandenong South - Solar - VIC,1.0032,17/01/2019
Badgingarra Renewable Facility - Wind & Solar - WA,154.318,17/01/2019
Alepat Taylor Preston Solar - VIC,0.3844,15/01/2019
Redmud Green Energy 45 - Solar - SA,0.216,14/01/2019
Bunya LFG - QLD,1.067,14/01/2019
Oakey 1 Solar Farm - QLD,29.694,14/01/2019
Ivankovich Farms - Solar w SGU - WA,0.3079,11/01/2019
Waverleigh Narromine Solar - NSW,0.5049,11/01/2019
St Laurence Community Services Nursing Home - Solar - VIC,0.1607,9/01/2019
Cannington Solar Project - Solar - QLD,3.132,9/01/2019
Lyrebird Village Drouin Solar wSGU - VIC,0.1664,8/01/2019
MC Herd Corio Solar - VIC,1.3563,8/01/2019
Scotch College Junior School w SGU - Solar - WA,0.233,2/01/2019
Scotch College Senior School - Solar - WA,0.2805,2/01/2019
Narangba - Solar - QLD,0.7538,2/01/2019
Toukley RSL Club - Solar - NSW,0.1614,21/12/2018
Redmud Green Energy 48. - Solar - SA,0.2124,21/12/2018
Studdock Investment Stage 2 - Solar w SGU - QLD,0.4677,21/12/2018
University of Melbourne WEBS Solar VIC,0.1102,20/12/2018
Stockland Mall Birtinya - Solar - QLD,0.5498,20/12/2018
Hills Solar Farm - Solar - QLD,0.2518,18/12/2018
Redmud Green Energy 41 - Solar - SA,0.216,17/12/2018
Redmud Green Energy 24 - Solar - SA,1.08,17/12/2018
Childers Solar Farm - QLD,75.0915,17/12/2018
Riverlands Freerange Blanchetown Solar - SA,1.3938,14/12/2018
Milyakburra (Bickerton Island) Solar Power Station - NT,0.1021,13/12/2018
GDK-SOLAR-NSW,0.2336,13/12/2018
Mt Gambier - Solar - SA,0.629,13/12/2018
CCGS-SOLAR-WA,0.6694,13/12/2018
Murray Bridge - Solar - SA,0.9819,13/12/2018
Apatula (Finke) Solar Power Station - NT,0.1021,12/12/2018
Todae Solar - MDLZ Suttontown 0.32MW Solar SA,0.3244,12/12/2018
Milingimbi Solar Power Station - NT,0.4349,12/12/2018
Galiwinku (Elcho Island) Solar Power Station - NT,0.7677,12/12/2018
Zerella Virginia - Solar - SA,0.997,12/12/2018
Minjilang (Croker Island) Solar Power Station - NT,0.1021,11/12/2018
Redmud Green Energy 46 - Solar - SA,0.216,10/12/2018
Noosa Village - Solar - QLD,0.2508,10/12/2018
Hope Island Marketplace-Solar-QLD,0.4983,10/12/2018
Crowlands Windfarm - VIC,79.95,9/12/2018
NBV Rowlands Flat - Solar SA,0.1579,6/12/2018
Drysdale - LFG - VIC,1.067,6/12/2018
Titjikala (Maryvale) Solar Power Station - NT,0.4093,5/12/2018
Atitjere (Harts Range) Solar Power Station - NT,0.2301,4/12/2018
Minyerri Solar Power Station - NT,0.2813,4/12/2018
IKEA Rhodes Solar - NSW,0.4294,4/12/2018
BACB1 - Brisbane Airport - Solar - QLD,5.7254,4/12/2018
Redmud Green Energy 39 - Solar - SA,0.216,3/12/2018
Redmud Green Energy 40 - Solar - SA,0.216,3/12/2018
Rockingham Aqua Jetty - Solar w SGU - WA,0.3332,3/12/2018
Lal Lal Mini Hydro Plant - VIC,0.12,30/11/2018
Specialised Breeders Australia Pty Ltd - Solar - VIC,0.2973,28/11/2018
Tarac Technologies - Nuriootpa - Solar SA,0.3025,27/11/2018
Tasty Trucks - Solar - VIC,0.1598,23/11/2018
Barwon Water - Torquay solar farm - VIC,0.2628,23/11/2018
Culpan Industries Pty Ltd - Solar - VIC,0.1518,22/11/2018
Yawong Wind Farm - VIC,7.2,22/11/2018
Aveley Secondary College - Solar - WA,0.5862,21/11/2018
Parilla Premium Potatoes - Solar - SA,0.1863,20/11/2018
Susan River Solar Farm - QLD,95.545,20/11/2018
Stockland Hervey Bay - Solar - QLD,0.9719,19/11/2018
Mandurah Baptist College - SOLAR - WA,0.1968,17/11/2018
Todae Solar - Elsum Bayswater North 0.3MW - Solar VIC,0.3149,15/11/2018
South Road Edwardstown Solar - SA,2.2602,14/11/2018
 Sigma Berrinba - Solar QLD,0.2501,13/11/2018
Westfield Marion Solar SA,0.6477,12/11/2018
GL Prince Charles - Solar - QLD,0.3312,9/11/2018
Glenbarry Rd Campbellfield Solar - VIC,0.3705,9/11/2018
PepsiCo Regency Park - Solar - SA,0.6508,9/11/2018
St Brendan Shaw Catholic College - Solar - TAS,0.1864,7/11/2018
Wentworth Court-Solar-Vic,0.2592,7/11/2018
Wemen Solar Farm - Vic,109.8714,7/11/2018
Green Gold 3 - Solar - SA,1.14,5/11/2018
CleanPeak Energy - Primo Wacol - Solar QLD,3.201,5/11/2018
Borg Wella Somersby w SGU - Solar - NSW,0.7813,1/11/2018
Woolworths Casula - Solar - NSW,0.1999,31/10/2018
Lifestyle Working Brookvale Solar - NSW,0.2007,31/10/2018
Inaburra School - Solar w SGU - NSW,0.2896,30/10/2018
Woolworths Mayfield - Solar - NSW,0.3027,30/10/2018
Woolworths Maryborough - Solar - QLD,0.3156,30/10/2018
Mirvac Energy - 664 Collins - Solar - VIC,0.1892,29/10/2018
Complete Colour Cheltenham Solar - VIC,0.2002,29/10/2018
Future Bake Noble Park Solar - VIC,0.2002,29/10/2018
Doone Kennedy Hobart Aquatic Centre - Solar w SGU - TAS,0.4048,29/10/2018
Stockland Mall Bundaberg - Solar - QLD,1.028,26/10/2018
Karadoc Solar Farm - VIC,112.459,24/10/2018
HSV Clayton South Solar - VIC,0.8602,22/10/2018
Timboon West Wind Farm - VIC,7.2,18/10/2018
Proform Solutions Swan Hill - Solar w SGU - VIC,0.532,17/10/2018
Lynbrook Village - Solar - VIC,0.3764,16/10/2018
Tasfresh Launceston - Solar - TAS,0.1863,12/10/2018
Woolworths Lara - Solar - Vic,0.1971,12/10/2018
True Foods Maryborough Solar - VIC,1.2402,12/10/2018
Ballarat Golf Club - Solar - VIC,0.1604,11/10/2018
J Notaras & Sons - Solar - NSW,0.3111,11/10/2018
Kingspan Insulation - Solar - VIC,0.7543,11/10/2018
Ambrisolar PV 1 - WA,1.0282,11/10/2018
Adelaide Desalination Plant - Solar - SA,0.22,10/10/2018
HS Wetherill Park 0.2MW - Solar - NSW,0.1995,9/10/2018
Woolworths Camden - Solar - NSW,0.1999,9/10/2018
Ythan Creek - Hydro - Vic,0.1,8/10/2018
Unique Power - Solar - WA,0.198,8/10/2018
University of Melbourne Dookie Campus Solar Vic,0.1681,5/10/2018
OEH Lidcombe Labs Solar PV - NSW,0.1701,3/10/2018
Baking Board solar farm - QLD,19.9244,3/10/2018
Woolworths Bulli - Solar - NSW,0.1999,2/10/2018
Woolworths Vincent - Solar - QLD,0.2156,2/10/2018
St Kilda Town Hall - Solar - VIC,0.172,1/10/2018
I.B. McBryde Port Pirie Solar - SA,0.2976,29/09/2018
Catholic Regional College St Albans Solar - VIC,0.16,27/09/2018
BTP 8 CLUNIES 9 MCKECHNIE Solar - QLD,0.2101,27/09/2018
Mercy College Mackay Solar - QLD,0.3801,27/09/2018
Camberwell Grammar Solar - VIC,0.8885,27/09/2018
Matthew Flinders Anglican College - QLD - Solar w SGU,0.2985,26/09/2018
Redmud Green Energy 38 - Solar - SA,0.216,25/09/2018
Redmud Green Energy 36 - Solar - SA,0.216,25/09/2018
O'Brien Group Docklands - Solar - Vic,0.4721,25/09/2018
Bungala Two Solar Farm SA,137.9754,24/09/2018
HAYMAN SOLAR FARM - QLD,60.24,23/09/2018
Alice Springs Aquatic and Leisure Centre - Solar w SGU - NT,0.277,21/09/2018
BTP 88 BRANDL Solar - QLD,0.1965,20/09/2018
DAYDREAM SOLAR FARM  - QLD,180.7488,20/09/2018
BTP 37 BRANDL Solar - QLD,0.1992,19/09/2018
Woolworths Inverell - Solar - NSW,0.2218,19/09/2018
Friendly Society Private Hospital  Bundaberg - Solar - QLD,0.5642,19/09/2018
Emerald Solar Park - QLD,89.6308,18/09/2018
Ausperl Solar System - NSW,0.2377,17/09/2018
Emmaus College Main Street Solar - QLD,0.2703,17/09/2018
Emmaus College Yaamba Road Solar - QLD,0.3801,17/09/2018
Mt Derrimut Rd Derrimut Solar - VIC,0.6977,17/09/2018
Scholle IPN -Solar - SA,0.7022,17/09/2018
Crystal Brook Depot - Solar - SA,0.1099,14/09/2018
Pullar Cold Storage - Solar - Vic,0.439,14/09/2018
Proten Solar NSW - Farm 92-2,0.1228,13/09/2018
Western Meat Exporters - Solar - QLD,0.758,12/09/2018
Van Wyk Flowers - Solar - VIC,0.3409,11/09/2018
Moama on Murray - Solar w SGU - NSW,0.1971,10/09/2018
Midwest Foods Dubbo Solar - NSW,0.1998,7/09/2018
Lamattina - Solar - VIC,0.3003,6/09/2018
Coleambally Solar Farm - NSW - Solar,188.6799,6/09/2018
CBH Geraldton Port - Solar - WA,0.115,5/09/2018
Panania Diggers RSL Club - Solar - NSW,0.1756,5/09/2018
Todae Solar - Scentre Group Cannington - Solar - WA,1.0719,3/09/2018
SCV Canning Vale 0.25MW - Solar WA,0.2508,31/08/2018
Condamine Solar Farm - Solar - QLD,0.2997,31/08/2018
EG Berkeley 0.14MW Solar NSW,0.1405,28/08/2018
